Date,Open,High,Low,Close
0,0,0,0,0
2020-03-31-2,-1.9099998474121094,-1.7310981750488281,-0.020000457763671875,-0.09999847412109375
2020-03-31-3,-0.07999801635742188,0.05609893798828125,0.0,0.0
2020-03-31-4,0.05999755859375,-0.404998779296875,-1.5,-1.3599014282226562
2020-03-31-5,-1.3800010681152344,-1.0699996948242188,-0.15000152587890625,-0.03009796142578125
2020-03-31-6,-0.039997100830078125,-0.37000274658203125,-1.3308982849121094,-1.5699996948242188
2020-03-31-7,-1.5876007080078125,0.24000167846679688,0.1259002685546875,1.2899971008300781
2020-04-01-1,-1.9623985290527344,-2.0849990844726562,-2.160003662109375,-2.2749977111816406
2020-04-01-2,0.9499969482421875,-0.7150001525878906,0.2350006103515625,-0.875
2020-04-01-3,-0.7999992370605469,-0.4900016784667969,-1.529998779296875,-1.2099990844726562
2020-04-01-4,-1.2505989074707031,-1.4500007629394531,0.09000015258789062,0.12999725341796875
2020-04-01-5,0.12059783935546875,0.470001220703125,0.29000091552734375,-0.18999862670898438
2020-04-01-6,-0.18999862670898438,-0.4799995422363281,-0.22999954223632812,0.010700225830078125
2020-04-01-7,0.009998321533203125,-0.1100006103515625,-0.0500030517578125,0.059299468994140625
2020-04-02-1,1.8900032043457031,2.8100013732910156,0.7101020812988281,2.8499984741210938
2020-04-02-2,0.7549972534179688,2.049999237060547,-0.09009933471679688,-2.2529983520507812
2020-04-02-3,-1.8899993896484375,-2.3902015686035156,0.14999771118164062,0.5629997253417969
2020-04-02-4,0.470001220703125,-1.20269775390625,-0.6100006103515625,-1.3699989318847656
2020-04-02-5,-1.3725013732910156,-1.0566024780273438,-0.2599983215332031,0.3299980163574219
2020-04-02-6,0.23749923706054688,0.4995002746582031,0.2599983215332031,0.2999992370605469
2020-04-02-7,0.43000030517578125,-0.09999847412109375,0.10000228881835938,0.060001373291015625
2020-04-03-1,0.3000030517578125,0.25,-0.6399993896484375,-0.6499977111816406
2020-04-03-2,-0.7800025939941406,-0.9000015258789062,0.07999801635742188,-0.29000091552734375
2020-04-03-3,-0.45999908447265625,0.04000091552734375,0.0,-0.030002593994140625
2020-04-03-4,0.0,0.6100006103515625,0.049999237060546875,0.020000457763671875
2020-04-03-5,0.049999237060546875,-0.9799995422363281,-0.6800003051757812,0.0149993896484375
2020-04-03-6,-0.04000091552734375,0.279998779296875,0.4500007629394531,0.27500152587890625
2020-04-03-7,0.29000091552734375,-0.029998779296875,-0.15999984741210938,-0.4500007629394531
2020-04-06-1,2.049999237060547,4.332599639892578,2.8899993896484375,4.126102447509766
2020-04-06-2,1.5500030517578125,-0.28260040283203125,1.1450004577636719,0.5038986206054688
2020-04-06-3,0.5900001525878906,1.1300010681152344,0.9950027465820312,1.0
2020-04-06-4,0.9699974060058594,-0.1399993896484375,0.5399971008300781,-0.2350006103515625
2020-04-06-5,-0.20000076293945312,0.4699974060058594,0.1399993896484375,0.4949989318847656
2020-04-06-6,0.5200004577636719,-0.09999847412109375,0.21000289916992188,0.030002593994140625
2020-04-06-7,0.0149993896484375,0.0,-0.034999847412109375,-0.1399993896484375
2020-04-07-1,3.1550025939941406,3.6599998474121094,1.2949981689453125,1.4899978637695312
2020-04-07-2,-1.94000244140625,-1.2099990844726562,-0.7999992370605469,0.3800010681152344
2020-04-07-3,0.5200004577636719,0.8199996948242188,1.6599998474121094,1.279998779296875
2020-04-07-4,1.2700004577636719,0.13000106811523438,0.7700004577636719,0.19499969482421875
2020-04-07-5,0.2425994873046875,0.06999969482421875,-0.4399986267089844,-0.7449989318847656
2020-04-07-6,-0.8425979614257812,-0.3000030517578125,0.01999664306640625,0.13270187377929688
2020-04-07-7,0.22999954223632812,0.0,-0.5399971008300781,-0.8927001953125
2020-04-08-1,0.5499992370605469,0.5900001525878906,0.75,1.1099967956542969
2020-04-08-2,-0.3875007629394531,-0.4499969482421875,-0.44000244140625,0.6200027465820312
2020-04-08-3,0.6025009155273438,0.6999969482421875,1.3100013732910156,0.5499992370605469
2020-04-08-4,0.595001220703125,0.5100021362304688,0.7000007629394531,0.3699989318847656
2020-04-08-5,0.31999969482421875,0.20000076293945312,-0.049999237060546875,0.44000244140625
2020-04-08-6,0.470001220703125,0.48999786376953125,0.9099998474121094,0.039997100830078125
2020-04-08-7,0.039997100830078125,1.1199989318847656,0.11999893188476562,0.44000244140625
2020-04-09-1,2.5100021362304688,1.0700035095214844,0.6899986267089844,0.779998779296875
2020-04-09-2,-1.2700004577636719,-0.5890007019042969,-1.2900009155273438,-1.470001220703125
2020-04-09-3,-1.4099998474121094,-2.2110023498535156,-0.48999786376953125,-0.5
2020-04-09-4,-0.6000022888183594,-0.009998321533203125,0.029998779296875,0.6500015258789062
2020-04-09-5,0.69000244140625,0.3699989318847656,-1.0,-1.9000015258789062
2020-04-09-6,-1.9099998474121094,-1.1049995422363281,-0.7099990844726562,0.8700027465820312
2020-04-09-7,0.9099998474121094,0.5078010559082031,1.4399986267089844,0.09999847412109375
2020-04-13-1,1.8699989318847656,1.5771980285644531,0.4799995422363281,0.7849998474121094
2020-04-13-2,-1.0798988342285156,-1.4949989318847656,-1.3299980163574219,-0.6150016784667969
2020-04-13-3,-0.6401023864746094,0.154998779296875,0.9199981689453125,0.09080123901367188
2020-04-13-4,0.06999969482421875,-0.529998779296875,-0.1999969482421875,-0.4608001708984375
2020-04-13-5,-0.34799957275390625,0.060001373291015625,-0.10000228881835938,0.04000091552734375
2020-04-13-6,-0.0019989013671875,-0.26000213623046875,-0.5400009155273438,-0.13000106811523438
2020-04-13-7,-0.09000015258789062,-0.06999969482421875,0.2800025939941406,-0.029998779296875
2020-04-14-1,-0.009998321533203125,1.25,0.4295997619628906,1.0349998474121094
2020-04-14-2,1.0399971008300781,-0.29000091552734375,0.5803985595703125,-0.02500152587890625
2020-04-14-3,0.01000213623046875,-0.154998779296875,0.0,-0.2999992370605469
2020-04-14-4,-0.3400001525878906,-0.33499908447265625,-0.55999755859375,-0.23999786376953125
2020-04-14-5,-0.2700004577636719,0.2999992370605469,0.45999908447265625,0.3299980163574219
2020-04-14-6,0.3899993896484375,0.04000091552734375,-0.03260040283203125,0.0800018310546875
2020-04-14-7,-0.009998321533203125,-0.0800018310546875,0.2925987243652344,0.2899971008300781
2020-04-15-1,-2.720001220703125,-2.5699996948242188,-3.829998016357422,-4.079998016357422
2020-04-15-2,-1.0799980163574219,-1.4799995422363281,-0.6200027465820312,-0.3100013732910156
2020-04-15-3,-0.2928009033203125,0.4500007629394531,0.24000167846679688,0.8100013732910156
2020-04-15-4,0.8127975463867188,0.4500007629394531,0.7999992370605469,-0.19000244140625
2020-04-15-5,-0.14499664306640625,-0.4799995422363281,-0.3699989318847656,-0.29019927978515625
2020-04-15-6,-0.2950019836425781,0.4699974060058594,0.09000015258789062,0.18020248413085938
2020-04-15-7,0.11999893188476562,-0.6301002502441406,-0.1399993896484375,-0.3000030517578125
2020-04-16-1,-0.10680007934570312,0.06999969482421875,-2.19000244140625,-1.6349983215332031
2020-04-16-2,-1.7532005310058594,-1.7999000549316406,0.44000244140625,-0.24499893188476562
2020-04-16-3,-0.2949981689453125,-0.11499786376953125,-0.3500022888183594,0.22999954223632812
2020-04-16-4,0.24499893188476562,-0.10499954223632812,0.0500030517578125,-0.22999954223632812
2020-04-16-5,-0.20999908447265625,0.039997100830078125,0.047199249267578125,0.30999755859375
2020-04-16-6,0.2599983215332031,-0.029998779296875,0.3327980041503906,0.020000457763671875
