Date,Open,High,Low,Close
0,0,0,0,0
2020-03-31-2,-1.1912002563476562,-1.4300003051757812,-0.0500030517578125,0.31500244140625
2020-03-31-3,0.2411956787109375,0.171600341796875,0.23000335693359375,-0.7649993896484375
2020-03-31-4,-0.7549972534179688,-0.9916000366210938,-1.0592041015625,-0.6800003051757812
2020-03-31-5,-0.6850051879882812,-0.34999847412109375,-0.34079742431640625,-0.548004150390625
2020-03-31-6,-0.5099945068359375,0.00499725341796875,-0.279998779296875,-0.46199798583984375
2020-03-31-7,-0.4669036865234375,-0.69000244140625,-0.20999908447265625,-0.01000213623046875
2020-04-01-1,-3.2430953979492188,-2.1149978637695312,-3.0524978637695312,-3.1299972534179688
2020-04-01-2,0.09999847412109375,-0.8899993896484375,0.0124969482421875,0.05999755859375
2020-04-01-3,0.06999969482421875,-0.470001220703125,-0.160003662109375,-0.43000030517578125
2020-04-01-4,-0.3600006103515625,-0.029998779296875,-0.01999664306640625,0.16500091552734375
2020-04-01-5,0.029998779296875,0.0500030517578125,-0.23999786376953125,-0.345001220703125
2020-04-01-6,-0.279998779296875,-0.7100067138671875,-0.600006103515625,-0.6100006103515625
2020-04-01-7,-0.6299972534179688,1.5600051879882812,0.100006103515625,1.94000244140625
2020-04-02-1,0.8699951171875,1.0999984741210938,0.6100006103515625,1.5
2020-04-02-2,2.5699996948242188,1.029998779296875,2.3404998779296875,-0.01000213623046875
2020-04-02-3,-0.0099945068359375,0.12000274658203125,0.4994964599609375,-0.0099945068359375
2020-04-02-4,0.04999542236328125,-0.910003662109375,-1.9433975219726562,-1.8800048828125
2020-04-02-5,-1.9300003051757812,-1.1100006103515625,-0.236602783203125,0.6200027465820312
2020-04-02-6,0.5699996948242188,0.7700042724609375,0.6200027465820312,0.9000015258789062
2020-04-02-7,1.0500030517578125,0.4199981689453125,0.493499755859375,0.0099945068359375
2020-04-03-1,-0.69000244140625,-0.30999755859375,-0.1634979248046875,-0.595001220703125
2020-04-03-2,0.05999755859375,-0.6300048828125,-0.7700042724609375,-0.8429946899414062
2020-04-03-3,-0.9699935913085938,-1.149993896484375,-0.7699966430664062,-0.772003173828125
2020-04-03-4,-0.5900039672851562,-0.0200042724609375,0.15999603271484375,0.372802734375
2020-04-03-5,0.279998779296875,-0.18000030517578125,-0.01999664306640625,-0.0128021240234375
2020-04-03-6,0.04000091552734375,0.34000396728515625,0.1049957275390625,0.2700042724609375
2020-04-03-7,0.220001220703125,0.25,-0.1349945068359375,0.05999755859375
2020-04-06-1,2.05999755859375,3.6100006103515625,2.8299942016601562,3.768798828125
2020-04-06-2,1.8000030517578125,1.0096969604492188,1.600006103515625,1.3512039184570312
2020-04-06-3,1.2699966430664062,0.310302734375,1.1299972534179688,0.2646942138671875
2020-04-06-4,0.2700042724609375,0.06499481201171875,0.25,0.08530426025390625
2020-04-06-5,0.11499786376953125,-0.02500152587890625,-0.172698974609375,-0.37000274658203125
2020-04-06-6,-0.375,0.09340667724609375,0.0626983642578125,0.0149993896484375
2020-04-06-7,0.0149993896484375,-0.143402099609375,-0.5400009155273438,-0.56500244140625
2020-04-07-1,0.9749984741210938,1.2699966430664062,0.8300018310546875,0.910003662109375
2020-04-07-2,-0.6299972534179688,-0.32999420166015625,-0.14420318603515625,0.6299972534179688
2020-04-07-3,0.5699996948242188,-0.17000579833984375,0.3542022705078125,-0.4499969482421875
2020-04-07-4,-0.3000030517578125,-0.26999664306640625,-0.06999969482421875,-0.23000335693359375
